Trade_Volume_Millions,Execution_Slippage_Bps
34.6272,418.6172
7.877,23.476
12.2478,46.1258
42.1255,846.1154
10.5444,9.7942
3.7189,19.24
35.1937,400.9995
20.1861,83.0017
46.01,1113.9151
32.5477,330.7698
4.6119,23.3604
47.398,1257.936
13.002,34.164
16.9269,32.9386
20.1728,51.3829
2.6561,12.2479
24.8761,135.0259
6.2536,17.984
20.1084,84.4168
17.6004,50.8616
38.6647,597.1012
40.1782,689.3462
7.7553,16.2468
18.3909,55.0387
18.7303,46.8162
7.6554,21.3107
39.9428,713.6961
35.3907,448.6694
9.6001,21.2153
18.3994,46.6142
5.3797,25.057
31.4475,294.0903
6.1565,23.1051
49.2981,1413.4918
39.056,596.1464
19.5729,74.689
28.9703,232.1323
45.576,1057.4029
27.7496,197.2217
8.8075,31.0507
18.9973,48.8
42.1729,822.6302
32.2462,350.5198
32.5711,349.8417
43.3544,890.6639
44.7093,997.2237
45.9976,1114.5215
4.833,18.1653
27.2519,180.5134
37.0514,491.2074
37.8706,547.1864
30.3751,219.058
8.4227,26.091
39.8913,676.6124
36.0336,464.0704
4.3982,13.7936
23.2441,96.9184
8.7815,23.91
16.9401,26.7891
1.0022,3.9535
20.0765,49.4229
27.5389,135.0814
31.0172,305.822
33.2082,362.392
41.8309,780.7581
10.8516,24.9463
6.112,11.3937
42.5917,865.3749
7.915,36.8789
48.7405,1399.7717
42.1427,773.9423
25.0937,104.7904
49.0729,1365.8542
4.9591,14.6429
15.223,32.095
31.9474,330.3335
17.5653,27.9559
46.4258,1158.3153
3.3747,1.5826
27.5157,160.4242
29.5842,206.3061
32.6711,287.7323
12.8577,33.2946
18.2919,40.635
42.1997,829.8869
9.8276,10.8776
41.3607,796.4179
28.1765,177.0277
38.1332,599.1455
35.709,476.0042
10.4548,24.5908
28.4838,207.0262
43.3994,887.1151
21.6626,56.5829
48.3329,1338.9992
22.6655,94.4504
7.225,17.0799
19.5328,47.458
47.59,1240.0627
16.0541,19.8447
43.4181,937.1101
44.0744,945.9933
17.5743,32.8542
4.2546,18.9956
36.2554,468.0495
15.6445,27.9583
39.1679,658.0936
22.1885,69.0294
24.3148,98.8905
38.9177,575.6775
19.1799,54.7571
22.2121,77.2405
18.8719,75.8546
18.4303,42.287
26.3447,162.8958
40.4591,690.1822
18.1522,57.4906
26.2603,174.1092
33.5693,352.6205
13.545,26.047
13.9484,26.5882
46.6773,1187.0961
36.2044,497.6106
28.9016,200.8112
32.4212,340.2897
1.562,9.4324
30.9433,299.6588
25.5245,141.7872
27.3329,150.1074
18.0352,55.4351
4.1655,15.645
9.7476,19.5294
47.5422,1272.6435
20.4941,56.3139
23.3875,98.502
2.7302,10.0644
1.9746,12.7942
35.8874,455.0752
26.9509,167.4459
25.4844,138.309
12.2319,29.4444
37.2631,518.5808
8.495,29.3841
9.5777,29.6739
23.0895,124.3944
14.3854,20.798
12.4484,27.0253
32.2974,285.351
32.5835,304.2745
41.2434,778.411
20.9437,69.5521
3.7469,10.0574
13.756,35.9093
49.0023,1408.9574
29.8533,194.8737
35.5159,467.8053
0.4672,4.4258
25.9585,135.9787
1.9727,4.714
28.5046,209.4428
46.0465,1112.175
48.4241,1338.6268
27.0736,168.6584
22.9644,102.9509
47.2564,1239.9623
33.7131,398.693
3.3385,5.5685
23.3397,92.2025
12.0882,34.4915
23.5432,134.0152
22.8277,110.3025
29.149,227.1437
17.9028,56.5014
8.2971,26.5328
25.2356,122.1835
41.5271,794.1697
33.2342,331.1163
16.9846,42.2547
46.7826,1176.5524
45.6192,1100.6356
10.5465,18.2094
2.0669,10.6782
37.0913,498.5188
41.3978,762.3137
48.3964,1371.6233
44.5028,950.1414
30.0667,245.0428
26.5496,179.4593
1.4893,11.7456
12.4082,26.0515
23.0348,107.2093
31.4623,273.4713
27.9069,199.2599
37.1575,550.0607
14.0604,31.4148
28.2911,213.3541
4.4983,10.8654
20.7419,53.5716
37.533,559.7875
34.7007,459.4356
49.5331,1456.0418
13.9668,37.6283
24.9596,80.8382
16.5436,45.3259
22.0861,77.1029
42.8618,921.501
34.242,405.5274
44.1338,970.1457
10.2552,17.8234
43.6807,965.1285
3.0821,19.1797
44.4411,971.7682
16.5208,51.5167
15.7979,46.1268
25.6532,143.2333
47.0404,1234.6189
2.4843,14.0474
17.6763,32.3264
42.8429,879.9993
19.8631,59.132
10.0379,13.3244
21.2972,64.201
19.3391,35.3379
45.7793,1056.8217
38.1205,561.2087
25.3053,149.7779
49.4197,1406.1441
23.3173,82.683
3.0061,21.6844
13.1875,17.7286
21.8599,81.7097
7.9294,23.6746
47.3835,1238.7614
38.3658,586.2965
13.4875,19.7164
29.5811,218.5542
36.1003,478.6285
47.0698,1183.3936
44.0936,1000.7544
25.8081,113.3257
38.7552,613.7643
28.151,174.5437
27.6799,189.4137
5.8256,12.3736
6.3943,22.419
26.5237,169.3154
13.5162,36.4298
1.1497,5.3756
36.1697,506.8661
1.7211,9.4382
29.8043,235.6306
27.0058,175.387
48.4439,1300.1057
24.2622,111.1812
3.2737,15.3975
27.6292,170.4825
42.0707,815.7144
49.8428,1532.2647
21.5741,66.9478
16.0829,45.1357
45.342,1049.0813
9.643,22.2909
30.8099,276.1954
20.3451,76.0527
2.15,12.1616
17.4297,51.8742
13.3349,25.4778
34.3359,385.1266
47.4446,1277.3228
13.4756,9.6045
40.5922,709.3934
2.8625,11.5837
26.9522,168.0703
3.6204,18.8345
46.7082,1188.1787
38.3409,581.1119
32.9317,354.9626
41.2124,765.494
32.4112,322.2495
48.4503,1388.8187
35.7265,474.6719
46.2405,1210.8557
25.9049,112.5042
5.9415,25.981
26.4561,178.7691
6.431,14.5566
29.6654,230.371
24.1764,114.5584
31.1665,269.2894
0.6013,3.706
9.8225,47.9812
24.6174,120.4822
47.5301,1273.401
19.2421,60.2998
21.2762,75.9416
35.7633,432.6751
30.2293,266.1927
15.0164,31.5601
20.5997,46.9479
10.9632,24.4447
48.3045,1339.4193
6.6187,26.3095
18.6547,34.4919
1.3894,7.6067
11.1668,17.4905
39.0455,606.7368
10.1386,23.9563
4.0952,13.2172
23.7752,114.5299
0.5975,1.8677
4.3298,15.1664
40.4005,713.3887
38.5965,609.4048
45.7654,1105.5346
42.7403,862.8111
34.1905,376.2101
2.7114,19.1972
39.1641,637.164
42.291,804.5697
39.9742,635.278
25.4731,154.3403
11.7218,12.7016
42.282,835.8191
36.3854,460.0795
49.04,1407.4321
7.8691,22.294
11.3607,30.5461
10.6687,21.9568
39.6477,658.7466
9.4267,13.2208
3.4263,12.8653
49.9282,1495.5393
1.3384,7.9955
41.7787,792.6072
18.3318,35.7701
42.0966,787.2701
27.7756,209.1629
45.0914,1059.5019
46.317,1209.9021
0.554,5.935
3.8631,18.2908
12.5929,17.1961
33.4988,389.2423
44.4248,944.2814
23.0511,105.9218
30.388,255.4717
9.5061,32.8403
40.2678,695.4493
48.3697,1338.4184
13.5031,8.7512
24.7918,94.2608
4.3972,17.9388
28.0009,208.4213
25.1889,134.8602
7.3074,18.743
22.1591,89.2328
16.7718,41.8263
26.1394,158.9106
29.3242,205.9937
0.5239,5.3201
38.0742,549.1352
35.6794,475.2919
18.3777,35.8146
2.7415,11.3797
37.7711,568.3289
47.7632,1243.9284
12.0836,17.3349
16.2439,61.869
9.2723,28.5009
28.8891,217.1988
7.8266,24.5545
17.8741,25.4934
34.8809,429.69
28.0498,223.5188
19.3845,50.4523
21.0705,97.1435
28.1493,184.7574
0.3926,4.2754
4.0176,8.6061
44.0748,974.3728
3.9862,15.9972
35.3695,433.6901
46.0099,1099.1844
13.6071,30.055
18.5875,42.9109
28.4892,220.164
44.0973,971.7014
47.1011,1205.2393
37.0042,537.282
4.4223,13.8175
33.4908,379.1286
20.5742,68.967
23.588,76.0024
2.5525,14.3519
9.634,21.2315
39.5466,667.3707
22.7525,95.5946
15.1529,34.8951
19.2626,56.2742
42.7345,933.6659
37.4751,551.2008
13.6885,10.6461
5.9633,9.2579
12.6747,29.819
46.0457,1109.7609
29.1213,236.3578
26.7207,165.4572
29.86,244.7215
18.3648,37.8552
40.3746,718.4421
26.212,152.4881
5.9257,12.6493
6.5403,13.0628
26.8893,191.0013
46.8349,1209.0763
15.4868,29.6916
43.4901,905.385
38.2284,580.0143
12.4658,28.0372
1.9134,4.544
5.1822,16.5687
36.4518,445.0975
10.0635,21.8662
18.6264,68.8496
25.1348,109.1208
36.3009,478.3804
5.7502,16.745
20.3777,50.6718
24.3051,108.4515
27.0873,146.2062
40.9362,718.0778
8.6667,21.9977
40.4108,716.37
34.6746,401.319
27.838,207.8796
35.0064,437.2794
20.6597,94.479
7.006,18.5953
33.3217,332.7834
26.2811,148.0554
32.0048,343.8293
16.9661,29.0681
45.3526,1087.8213
29.4098,207.105
4.3616,14.0578
22.5452,82.6298
37.8422,538.9093
39.7273,683.332
24.7804,145.3609
44.7479,1039.4891
13.4567,27.7368
20.5889,47.7828
44.94,1035.4244
44.8232,1038.5518
34.3171,391.1791
42.9631,912.4704
4.5298,15.2129
43.2632,887.2209
16.0989,47.2633
8.9987,27.579
12.0446,38.15
20.9566,78.3103
12.6345,18.1974
16.0963,7.7174
6.8354,8.1474
14.8792,25.5208
28.657,228.3348
22.1485,101.9881
17.4013,38.2561
37.348,550.8484
44.6861,976.7599
37.8638,587.3905
16.6668,35.8567
37.2477,542.079
7.6838,23.6532
6.6029,21.9047
17.3468,28.6644
40.4043,693.3557
12.3928,34.9384
3.2563,16.0202
6.6723,12.1932
42.9514,888.3046
31.7258,276.2858
12.7347,14.0436
27.8093,174.0068
26.4262,152.4894
32.8063,310.7348
11.7361,32.0478
43.2337,882.3383
15.5375,33.6544
34.7372,419.8067
0.9046,12.5026
18.6956,58.7343
17.6503,40.8567
27.2199,154.6026
3.7295,8.6404
39.5276,631.2568
10.9673,21.8108
33.8842,399.4719
40.1803,690.0876
28.1377,182.8108
37.0701,521.5378
33.1268,378.2457
17.8409,36.6325
40.462,721.235
14.8056,27.5615
28.6035,207.4611
37.2953,544.3455
19.0099,70.9389
15.2081,32.1591
23.0214,112.5892
40.9164,749.0177
46.5031,1130.5079
27.2997,169.5161
33.1072,390.7099
45.1734,1048.2697
5.0175,15.2929
11.6807,21.2544
35.4741,433.3323
41.2048,725.8049
42.8657,816.7361
20.8138,59.4282
4.5581,14.4409
21.9453,89.9968
11.6137,20.6996
14.6307,32.0687
38.6362,575.913
3.8688,6.5571
41.3963,779.1726
21.4407,85.4112
29.8436,255.0955
4.5736,22.6897
16.9342,55.5312
4.5761,19.9604
48.081,1294.144
40.3824,712.1637
23.0357,91.66
11.2578,21.4719
46.6794,1190.4907
17.2954,57.127
8.1331,25.7261
28.2019,193.8017
47.1943,1229.2626
0.2911,4.5471
11.9824,35.1255
46.9285,1251.6255
8.6372,21.7232
5.7508,16.8265
28.5523,205.4079
43.106,915.7227
23.9078,116.8444
49.7288,1459.4615
33.9907,379.9517
3.7963,14.9483
49.6423,1446.7682
20.4539,57.5208
14.4414,17.8096
27.9382,185.055
15.2849,45.0681
4.4142,21.3541
0.1713,2.7609
22.5342,115.0757
41.8595,800.8178
28.6585,199.4836
49.9604,1442.5244
14.4136,32.1146
14.0947,20.1457
8.0715,30.5165
8.2868,11.598
14.3308,42.9146
39.6627,666.3175
45.2973,1031.9509
48.7568,1329.8124
11.6913,27.349
44.0767,940.5564
16.4799,15.967
5.7307,29.6071
43.5142,942.2002
31.8417,278.2838
8.3201,7.4952
21.5486,93.9561
14.4342,16.3061
36.866,511.0019
22.7255,98.4193
49.4651,1432.2771
2.8318,8.2891
17.8153,22.8231
24.1468,119.7039
25.2064,167.7981
15.8652,22.7965
36.4891,469.2134
43.7499,957.7931
46.9421,1139.1955
40.2742,680.5963
42.544,854.8785
27.5722,165.0734
41.3118,777.5973
15.2448,37.2718
19.9841,63.3495
15.914,27.2324
23.4226,95.7703
14.3504,30.6868
48.0844,1315.5937
15.7109,50.1902
4.9924,20.9968
26.3882,147.175
2.9492,15.4373
5.6161,21.5277
11.0475,17.5901
23.2711,108.1459
21.7192,76.3782
40.0046,688.9975
36.9998,537.2477
21.3733,89.7738
16.7518,29.5763
15.8918,23.2667
38.7224,646.8795
2.6984,19.9975
0.7398,7.9019
39.7977,662.9495
23.9096,104.694
6.631,12.8145
11.8547,26.2662
46.6319,1172.7307
42.9892,879.5459
35.5183,421.0983
24.163,127.4261
26.0641,153.9715
48.7647,1388.5683
48.2919,1281.3668
10.8419,10.1467
40.5741,692.0534
9.9424,28.1085
10.7555,18.7229
33.837,352.9384
20.3096,73.4564
46.5841,1163.1801
4.5416,18.2346
25.6251,122.2356
45.9342,1114.3754
45.2153,1088.8414
7.9108,28.7886
18.3952,39.6043
30.9942,267.0344
8.0538,25.9909
48.4043,1343.1445
45.746,1108.1624
8.4308,30.5842
6.1457,19.8086
4.3619,12.88
45.4812,1109.0635
9.7618,15.2838
20.8726,70.0953
22.4977,80.9104
29.9907,220.2636
3.6796,14.1316
11.4153,24.1983
46.5814,1164.8624
45.4297,1098.1514
39.0864,610.711
1.0681,8.0721
16.4176,24.2319
31.4351,331.2418
13.832,21.9244
45.4884,1035.6284
31.7311,291.8032
3.6881,15.7409
45.4594,1097.6201
47.8926,1320.5524
3.9778,18.3432
26.6648,172.7317
15.2379,44.5751
19.7027,62.5647
9.0646,15.3917
28.9458,214.4062
47.9032,1273.3384
25.2033,146.9692
4.2374,21.8836
31.0381,296.9102
17.0771,27.9005
42.8107,894.818
21.7904,72.5066
9.7227,24.6299
9.6362,28.1171
38.4613,560.613
13.3528,35.5752
38.3849,554.0102
10.3738,20.7573
16.1521,47.4098
23.3278,119.8974
47.1655,1245.4995
46.5934,1157.6837
10.4229,17.5153
17.9751,44.7718
7.555,20.2255
25.5483,150.706
23.0831,96.0528
45.0479,1029.1291
46.5073,1155.4921
19.24,69.889
24.6377,121.6512
44.8222,1061.3018
40.3547,725.9136
0.2824,1.7294
16.071,31.2756
21.1465,71.801
11.5628,22.6826
10.0586,31.3412
1.9854,7.9549
32.2041,314.5855
13.1993,30.0957
2.7121,15.3551
11.6259,28.1395
40.1155,698.1949
42.5893,841.4292
24.205,107.9798
20.8619,73.6197
48.8949,1383.8066
10.1082,14.5994
10.8464,19.228
14.6642,32.639
8.7206,29.587
19.0303,42.1307
45.5506,1054.1716
30.8059,280.2185
20.6561,62.7657
46.7271,1162.0894
2.5184,11.6613
10.5928,15.172
28.3378,235.1399
30.8161,252.2926
2.0739,11.1657
20.2116,70.7239
32.4928,340.9241
34.9337,397.0526
31.9432,312.018
16.0961,18.2027
4.7667,18.3029
21.4129,75.3781
6.5248,23.6003
47.3864,1251.247
23.811,105.9146
15.9312,35.2391
38.3386,553.5451
24.9476,113.4855
15.5707,50.537
40.6172,725.1456
43.3709,926.8129
33.6831,355.1956
2.4435,15.2003
28.3595,193.0392
38.1884,545.8641
6.9115,18.7443
11.5107,35.1497
44.1365,916.4492
1.1041,9.5514
37.6611,552.9034
23.7413,145.0725
22.3939,120.4101
0.4541,-1.5236
40.988,776.596
18.0553,42.3024
27.0842,164.7818
33.8973,364.4637
35.1612,414.6632
47.8034,1318.656
26.6139,119.5416
20.046,53.7544
47.6898,1290.6813
32.1413,271.3735
14.9777,29.5064
6.4106,11.2755
42.1435,827.3113
18.1729,48.3741
33.0574,361.6132
23.5937,69.9964
10.0266,25.4754
30.1242,232.0749
3.1281,19.9812
20.7258,62.9896
27.3761,160.8578
21.8587,73.615
37.4587,551.2273
41.4135,788.5831
38.585,598.8698
2.0368,6.3473
9.787,12.4409
26.8767,174.6337
46.7476,1200.0728
41.7643,805.4586
42.1425,859.7114
15.2301,24.4073
21.5295,104.696
23.5882,109.2214
7.9528,16.6771
1.6503,8.7721
47.3505,1209.1662
12.1116,15.5019
12.0735,23.6629
4.2606,19.758
46.4325,1139.8614
29.0289,252.689
33.3851,355.0022
45.5877,1070.1305
17.3464,27.6835
31.1132,266.2697
2.0361,16.0721
9.4199,34.7414
41.5792,797.7573
38.3617,588.3253
17.5971,27.2033
18.9029,20.9233
26.7244,163.3402
0.112,1.3373
12.1381,19.8264
10.4908,25.7924
12.5991,13.1853
40.3147,735.2305
14.0557,47.7125
9.6569,27.0691
25.2627,126.9567
43.2957,889.4924
12.1434,22.0021
4.019,16.9177
17.8846,57.9535
37.4078,546.0679
27.5795,200.3078
40.858,748.6827
47.9836,1328.172
39.6539,660.4339
30.2298,227.9176
24.7177,141.9026
2.0994,19.3275
49.2177,1429.5282
19.2357,48.6383
7.6962,23.2243
33.3688,348.2744
14.286,30.02
29.3303,224.6521
29.3797,211.1114
22.3419,76.9877
41.8223,797.8771
13.3219,25.2462
22.4868,97.1361
26.9308,169.1178
33.2149,361.2175
39.2202,632.3882
19.8009,49.8278
32.3377,297.1561
7.6155,26.6487
46.6391,1163.812
19.2146,47.3819
36.5031,518.2547
1.115,5.5814
10.3388,4.5436
24.4054,120.2959
43.9248,938.1812
26.41,142.0091
46.5005,1160.6633
24.2415,83.3306
24.5734,91.2939
6.0754,15.6283
40.1525,704.2977
12.4236,22.872
44.9907,1028.4237
45.5501,1082.4584
47.1712,1248.1898
26.0595,147.3148
33.887,374.5251
38.9479,607.4011
6.6376,16.5473
30.0878,247.7875
1.8115,14.6726
24.9285,129.4301
7.8266,14.465
9.2279,18.9896
18.3159,62.201
21.6786,80.2549
31.1963,252.862
3.814,17.035
25.2342,121.1
9.213,12.525
28.7414,208.9894
31.9065,286.2069
27.8798,199.9328
36.9409,514.5384
16.8469,55.3066
38.2788,590.2196
21.6951,72.4779
24.2608,106.8822
32.4403,313.8548
1.0161,8.3168
32.7343,303.5021
30.9674,276.3387
15.5614,24.1821
4.3811,27.6178
4.6377,19.3687
46.1689,1152.2811
34.495,401.9172
6.4424,8.8841
17.9005,46.2269
29.6649,239.397
41.795,784.0957
2.2787,10.7156
11.908,30.0631
44.4985,999.4927
0.5574,5.5264
10.1498,26.392
47.9553,1330.9104
30.7088,247.9156
13.1574,45.3624
3.4429,23.2504
1.5067,6.3893
12.3128,31.2508
44.0861,1009.9666
20.8541,89.5527
36.0446,433.1024
45.9224,1110.0789
20.4612,59.645
9.6447,28.3529
25.9042,158.7414
45.4134,1040.6906
40.2383,680.2938
3.3849,6.583
34.6594,405.5707
28.6377,199.8712
45.3824,1080.4279
6.2118,29.5783
26.7484,165.1437
43.9852,949.0621
20.5602,77.9418
24.1515,107.5659
3.616,13.6234
13.9794,30.5606
16.2929,23.9619
47.2616,1224.592
14.2051,21.3933
23.0973,108.9262
33.5981,343.7215
8.193,13.7337
24.3735,105.637
36.9531,496.3998
43.3561,950.1786
31.3503,303.8344
33.4858,369.4015
6.4015,16.2436
47.2942,1234.1034
6.7154,29.1271
38.7562,602.0999
13.3143,16.767
46.6863,1202.299
36.026,463.3894
37.7153,548.5214
11.0311,21.2441
22.2077,83.3135
30.9289,279.2517
38.5217,589.1254
5.2876,19.1557
48.122,1341.7469
44.522,1035.8769
13.5904,18.964
41.1557,779.1362
25.9644,162.935
23.1441,116.2185
15.7903,35.5619
29.0903,212.4837
36.5215,459.1149
20.6056,69.032
31.498,321.8423
34.9957,428.2563
35.585,443.5123
2.6931,14.7517
43.0014,853.6734
22.9668,91.4323
13.1946,34.6882
12.164,29.9112
24.2024,106.1138
44.3529,1030.0834
18.9795,35.2929
37.5113,548.4651
4.9313,21.524
23.8552,126.688
49.5851,1462.2574
38.5448,614.2534
10.6054,22.6819
25.1219,155.1118
11.7579,27.0425
20.5371,82.43
39.0262,598.3647
38.5841,596.845
11.4822,28.4826
46.1189,1144.8037
29.6692,222.4113
19.0582,30.8139
25.1466,102.1755
30.2931,233.4193
28.0385,237.408
24.3716,70.2942
25.2961,129.6485
8.903,18.8065
40.6554,723.7829
27.1338,167.7243
6.6409,12.8146
38.3312,607.9885
46.629,1132.7516
47.3706,1292.7342
18.514,55.6436
6.8623,13.3671
25.9681,133.8609
5.7192,24.6863
46.706,1147.1646
9.2606,21.6853
12.713,25.5575
20.3912,64.8664
19.2199,62.271
39.7537,681.8373
22.8702,100.0349
8.6213,28.9532
13.4338,29.9256
25.5048,128.1892
7.458,12.1633
30.6216,261.6663
28.3308,203.8156
35.7636,419.2552
46.8915,1210.8868
45.6215,1066.0069
47.3092,1213.1582
12.3113,26.4708
6.6651,5.742
15.1836,47.9831
44.7648,1041.0884
48.6055,1327.9092
42.9803,876.5873
5.5899,18.7041
47.3767,1223.4094
21.2256,67.3506
0.5646,4.2645
22.1754,84.938
2.3989,10.8357
27.2395,172.369
16.9938,45.0355
23.7244,101.2719
30.6972,270.8078
43.4532,945.0404
33.1289,354.9228
21.759,104.2737
40.9894,711.2835
45.2885,1045.7512
6.076,20.604
26.6435,162.5091
14.2971,25.812
2.4484,14.1264
33.4605,362.8588
43.1523,922.6991
8.2288,12.8907
40.6394,723.0855
42.6844,849.0023
45.7256,1119.4733
13.3377,32.476
45.2073,1041.6583
16.1011,47.4239
27.6617,180.6724
2.6203,6.6701
2.2897,10.0147
36.0466,518.0414
22.2796,83.7064
12.889,28.4419
9.6016,23.8626
33.5307,360.6225
0.12,7.2817
40.314,718.3169
4.0546,18.6676
9.6553,19.5604
19.3732,65.4497
24.2945,110.4774
17.8143,50.5519
16.1035,59.1938
48.1994,1363.2462
32.1148,307.1102
1.2693,8.3947
21.5658,62.7505
43.7629,933.4695
15.1427,8.9977
4.8184,21.6631
37.9434,547.9653
30.3401,250.2655
28.5586,195.0067
2.7735,16.9668
7.1109,28.437
31.1652,303.8159
10.4704,11.9779
25.2531,141.7183
27.2896,158.0416
14.247,31.0879
47.4264,1273.7253
42.139,815.0839
36.1464,478.6527
3.9919,12.1723
5.3959,23.7842
24.6898,118.3391
8.1196,16.5686
48.9154,1400.3795
8.0102,26.6952
24.4246,96.0383
18.2696,53.975
32.0054,296.076
6.5389,23.0901
21.5728,70.8218
13.8078,19.8115
44.3988,970.9015
2.1252,11.2322
45.695,1108.5555
41.6664,774.1306
14.9488,32.3987
39.4856,636.4518
1.6576,7.5719
48.3466,1321.7258
26.3771,141.5919
15.2337,19.8899
18.1929,47.01
3.4136,19.3689
49.4685,1449.2598
2.0607,9.1543
32.7799,348.7155
22.1925,78.3707
47.4509,1255.4153
12.3754,10.9148
26.6511,158.6434
24.1696,108.1229
35.173,391.235
3.4937,12.0923
9.7701,3.2516
10.8068,17.922
36.9337,522.8427
9.538,14.5098
28.7172,194.5629
10.8407,10.1235
43.0951,896.677
47.1151,1207.6501
25.9728,144.3393
17.6802,58.2448
11.7795,15.3191
2.5841,17.3535
13.4982,25.0904
32.7464,352.2306
26.7275,158.4771
47.2077,1184.3758
19.8742,44.8177
34.7238,404.7945
24.5172,93.4036
25.6776,147.715
13.4619,35.4689
22.802,71.7957
23.5922,100.0743
35.3615,436.0091
47.0379,1230.6647
16.5331,42.9979
2.2058,9.1133
24.8651,102.8291
27.2686,172.1057
8.5052,19.7232
38.0472,551.911
49.248,1482.9429
47.2942,1240.4024
9.9356,16.7577
43.7806,926.9194
35.2542,450.332
22.7469,109.5093
27.0765,178.0338
42.495,870.9839
24.0587,92.7859
18.723,51.0454
24.713,104.3868
28.9986,228.3057
9.535,28.5241
45.0553,1016.2442
33.7419,357.8548
31.7001,276.995
5.0649,18.344
30.2483,247.4535
6.1359,18.7074
4.027,13.6948
26.4128,183.4799
20.199,76.3918
29.4816,224.7642
4.5522,8.2134
21.6061,54.9483
8.8219,8.9367
49.3563,1447.5688
28.1014,188.6928
34.4031,421.4866
16.3384,45.455
4.8275,4.6643
48.796,1356.6622
14.3843,12.8861
21.248,68.8839
32.5282,329.9307
1.3324,8.0977
40.5319,714.5782
26.8753,144.1765
13.983,51.9187
3.1742,14.1727
8.2087,31.5825
44.7622,1038.4809
34.3326,405.9667
12.5701,31.2394
3.3735,11.3431
34.5617,391.2718
28.6631,203.7702
20.2855,62.4882
18.2442,18.5222
10.919,22.8863
33.5136,372.0915
48.5363,1318.0919
8.8682,13.0166
29.8961,240.1691
21.2668,80.1705
22.3898,85.4062
12.7819,29.2315
41.2742,765.9976
24.3143,109.6331
27.216,170.3183
15.3076,32.7823
9.1722,21.4001
4.3869,15.2264
35.7345,461.938
9.8921,29.425
34.5348,410.9182
19.5798,28.8111
20.8472,51.5249
23.512,111.8445
18.4487,39.6884
5.1209,23.7066
15.5506,18.1254
33.2203,365.7204
33.3226,336.2479
14.3826,41.4284
23.0591,85.9227
9.753,14.1423
10.5976,23.3063
1.25,2.1889
44.8477,1000.5327
10.6143,29.8696
11.4539,36.3968
14.0521,26.7484
6.4577,15.7374
31.9992,276.3882
3.8496,18.1042
6.7967,16.3377
32.2734,291.7177
17.0491,44.2244
35.4266,413.5302
27.9155,189.5994
12.8755,22.478
32.5763,329.3862
5.9021,9.5588
26.8669,166.5432
21.9137,57.127
13.4669,30.1422
30.2398,247.4109
43.5795,879.1691
49.9453,1495.8938
30.4274,267.3526
20.2948,58.8786
11.3378,12.2859
12.9291,22.2276
24.0248,76.8354
18.4272,53.36
45.6993,1114.5167
18.4779,44.1092
18.7349,48.4999
19.2384,69.5867
41.8473,838.0969
32.5743,339.7058
30.747,245.7617
16.7737,53.66
40.9134,753.7896
2.0144,11.1591
43.5528,931.2847
25.6862,156.3998
19.9727,37.5967
24.9086,123.0646
33.404,334.1373
0.737,6.8044
43.5904,906.1855
22.3923,131.624
17.214,50.6571
6.9985,11.7891
22.0293,96.7461
24.8665,118.3663
20.242,65.4266
33.9651,375.8394
21.1027,48.0463
48.0747,1292.6338
30.0039,221.8198
40.3931,650.293
5.5569,14.7114
19.9248,57.9406
16.9087,23.4426
28.5172,220.4061
43.0696,896.852
4.0091,15.8109
3.7215,17.2144
42.5309,862.1337
10.7212,25.0155
33.4708,389.6379
27.1896,135.555
41.6614,801.3645
6.3419,16.3933
6.5762,27.7495
27.8852,192.5367
47.3243,1235.5354
20.8084,89.0698
16.4144,35.7569
30.3738,260.6412
46.5294,1150.3248
41.8627,805.4977
49.7746,1536.0597
1.2262,10.5245
5.7316,20.4985
30.5124,232.1262
41.0468,803.4195
14.3337,17.4269
12.0366,25.2621
39.3701,654.7944
2.9135,15.6317
18.5322,41.5733
25.3399,143.571
28.0614,169.6163
36.4579,524.0784
17.8068,30.1315
30.6729,252.5984
29.3102,232.6921
27.426,172.7752
32.0601,336.2835
13.0465,38.5263
4.324,18.4367
6.0517,14.0475
11.3067,22.4362
25.0599,105.3683
42.0381,794.1682
35.0945,421.1271
39.4731,670.3759
17.6137,49.2527
20.2922,61.1441
19.7447,49.9809
9.6745,27.6753
3.1547,10.7812
29.5867,242.3434
49.4619,1460.5744
8.4248,28.2909
2.4296,7.8768
38.9986,612.822
12.704,25.8102
41.4992,770.4753
35.2264,418.0465
47.2891,1217.1459
20.5055,49.7718
33.1323,331.0921
23.2963,110.2242
31.5664,307.4359
22.535,93.8398
9.5127,19.6291
25.4441,133.2958
26.4764,177.9795
40.5491,735.9653
36.8025,449.8104
33.2232,332.9373
5.758,14.9781
36.0588,502.0735
25.0652,137.9682
44.7156,977.5013
46.0016,1138.9195
2.8523,25.3718
41.05,767.5461
1.9811,6.6295
18.4218,67.7983
27.1608,175.238
7.4902,15.2606
37.3411,533.9194
0.5169,3.665
8.5131,15.5843
29.0818,195.0953
35.7479,442.8777
45.8405,1105.7647
35.3043,451.8087
33.6218,339.7573
19.7776,42.2531
0.1641,3.1308
6.0959,16.4394
26.7743,154.8577
33.789,353.3447
20.9307,59.2775
36.5609,469.9871
26.1409,119.5054
3.8014,16.5335
9.6816,25.5693
42.0159,852.7939
36.2731,492.4828
44.7486,1015.7542
5.9661,21.1165
49.5121,1440.9974
10.5494,15.5286
0.6878,7.3763
49.8714,1497.3115
14.1256,16.3839
33.4342,356.9836
8.9164,14.803
29.0534,231.8235
