Height_cm,Weight_kg,Gender
158.4,64.5,Female
153.6,55.3,Female
172.7,78.5,Male
175.7,73.6,Male
160.7,64.8,Female
166.7,72.8,Male
155.9,57.7,Female
178.3,80.0,Male
167.0,66.6,Female
153.4,48.7,Female
162.4,67.5,Female
167.2,76.8,Male
182.3,94.2,Male
167.2,70.2,Female
168.3,68.9,Female
182.3,89.0,Male
185.5,94.7,Male
183.1,74.9,Male
187.8,100.6,Male
199.1,92.8,Male
164.8,65.0,Female
171.7,87.1,Male
182.4,86.2,Male
174.6,80.9,Male
175.1,72.1,Male
180.8,81.3,Male
169.8,75.1,Male
187.2,91.5,Male
168.4,81.0,Male
170.3,78.7,Male
183.6,90.7,Male
162.2,62.5,Female
176.2,83.3,Male
174.0,75.3,Male
177.6,75.1,Male
173.6,76.5,Male
171.8,89.6,Male
163.8,76.5,Female
167.2,70.9,Female
158.0,60.9,Female
163.0,49.2,Female
172.0,84.4,Male
157.5,44.4,Female
163.3,74.8,Female
177.2,74.5,Male
178.5,88.7,Male
152.9,55.6,Female
178.5,76.0,Male
173.7,86.2,Female
173.9,72.7,Male
156.6,63.3,Female
185.4,75.8,Male
168.0,76.5,Female
159.5,53.8,Female
155.0,75.8,Female
169.4,70.5,Female
182.3,90.4,Male
150.6,53.8,Female
160.2,62.3,Male
174.8,78.1,Male
159.1,62.9,Female
173.1,89.6,Male
161.2,57.3,Female
156.1,54.4,Female
191.6,94.8,Male
158.1,55.9,Female
162.9,70.3,Female
186.9,91.1,Male
184.2,84.6,Male
174.4,87.7,Male
158.2,69.7,Female
157.9,64.2,Female
173.9,87.3,Male
168.5,76.1,Female
178.7,88.1,Male
165.4,80.4,Female
159.4,80.0,Female
171.7,96.6,Male
176.3,81.0,Male
161.6,73.5,Male
163.2,71.1,Female
179.3,71.7,Male
174.9,72.1,Male
179.6,82.0,Male
162.6,52.7,Female
166.5,71.9,Female
161.3,61.2,Female
182.7,91.8,Male
177.7,85.4,Male
171.0,68.6,Female
178.5,79.2,Male
181.1,81.2,Male
181.7,86.5,Male
188.0,104.5,Male
177.3,83.9,Male
164.3,70.0,Female
169.0,72.5,Male
163.4,67.3,Female
163.2,74.5,Female
168.2,74.2,Female
179.3,104.1,Male
169.9,69.8,Female
170.4,83.8,Male
161.4,69.1,Female
158.1,56.3,Male
179.0,65.9,Male
174.0,72.0,Male
159.7,57.0,Female
166.1,66.5,Male
173.8,79.5,Male
162.5,59.5,Male
161.9,74.2,Male
161.9,67.9,Male
168.1,74.4,Male
155.5,49.6,Female
182.2,88.2,Male
147.3,53.7,Female
158.3,60.8,Female
177.9,86.8,Male
164.7,74.8,Male
183.8,90.9,Male
166.0,67.2,Female
164.8,59.4,Female
159.8,69.0,Female
158.1,61.4,Female
156.3,51.9,Female
171.0,66.6,Female
179.0,75.3,Male
180.0,99.6,Male
181.2,87.0,Male
185.6,91.9,Male
170.6,74.6,Male
173.0,72.7,Male
148.4,46.0,Female
165.5,72.0,Female
177.7,79.1,Male
147.4,48.8,Female
170.6,67.2,Female
167.0,78.9,Male
167.5,62.1,Female
162.2,66.6,Female
174.1,97.3,Male
164.9,59.6,Male
161.1,55.8,Female
161.9,55.7,Female
173.0,78.9,Male
157.0,67.3,Female
172.3,80.3,Male
173.4,84.7,Female
153.0,62.3,Female
162.6,66.4,Female
171.4,84.2,Male
180.0,87.2,Male
164.9,64.9,Female
174.4,69.7,Male
181.4,75.9,Male
156.6,69.2,Female
170.8,75.0,Male
186.7,85.4,Male
158.6,60.0,Female
177.1,85.4,Male
172.1,79.8,Male
165.6,63.3,Male
170.1,67.9,Female
155.7,58.4,Female
166.2,73.4,Female
176.0,63.9,Male
152.3,46.7,Female
179.8,82.2,Male
162.0,59.2,Female
154.9,61.5,Female
181.7,76.1,Male
157.9,60.6,Female
160.5,77.8,Female
159.6,58.7,Female
161.1,67.7,Female
172.0,59.9,Female
155.5,52.0,Female
153.0,57.4,Female
195.6,108.9,Male
163.1,62.6,Female
166.3,63.2,Male
182.7,88.1,Male
163.9,74.2,Female
180.4,86.9,Male
159.4,57.5,Female
174.9,72.8,Male
176.2,85.8,Male
157.5,52.8,Female
171.9,81.0,Female
160.8,69.5,Female
165.6,76.2,Male
159.3,65.0,Female
159.6,70.9,Female
168.5,67.9,Female
157.5,41.9,Female
175.7,85.5,Male
159.8,69.9,Female
180.9,75.1,Male
158.5,57.6,Female
170.8,63.2,Female
188.9,87.7,Male
164.8,73.2,Male
165.9,80.2,Female
165.9,78.5,Male
175.9,90.0,Male
157.5,63.4,Female
166.3,57.0,Female
176.9,67.4,Male
155.5,64.1,Female
170.6,82.4,Male
160.1,58.3,Female
160.2,68.3,Female
167.3,64.9,Female
182.8,84.8,Male
168.2,65.5,Female
171.9,76.4,Female
170.7,73.4,Female
172.7,64.6,Male
177.2,74.4,Male
170.6,64.3,Female
169.3,67.4,Female
166.5,74.1,Female
164.9,68.8,Female
163.5,64.8,Female
166.3,65.2,Female
173.1,82.6,Male
154.5,53.8,Female
173.3,81.4,Male
168.7,75.0,Male
173.5,79.2,Male
173.5,75.7,Male
163.3,56.7,Female
172.7,74.6,Female
167.9,71.2,Male
161.9,69.1,Female
175.9,84.0,Male
173.0,79.0,Female
171.6,68.6,Male
180.8,93.1,Male
164.3,75.8,Female
174.0,77.9,Male
161.3,68.4,Female
167.0,76.3,Female
165.7,70.2,Female
184.6,85.3,Male
177.1,81.9,Male
169.0,80.6,Male
169.5,73.2,Male
160.2,63.4,Female
166.2,71.2,Male
169.8,64.8,Female
161.8,59.7,Female
158.3,58.2,Female
174.0,75.0,Male
179.4,82.5,Male
173.4,78.7,Male
172.4,68.1,Male
177.9,79.2,Male
178.3,73.1,Male
167.8,69.2,Female
153.9,67.9,Female
153.4,58.4,Female
161.2,66.2,Female
186.0,95.1,Male
185.1,88.7,Male
168.2,79.1,Male
159.5,65.1,Female
160.2,54.9,Female
169.4,75.8,Male
178.7,86.1,Male
162.5,67.5,Female
175.9,83.0,Male
171.5,73.3,Male
171.4,75.0,Male
162.8,59.7,Female
157.7,58.6,Male
160.2,63.0,Female
155.7,64.1,Female
170.9,64.9,Female
183.4,82.8,Male
183.0,85.2,Male
172.1,83.7,Male
191.0,104.3,Male
171.9,72.9,Female
171.0,66.1,Male
155.8,55.0,Female
167.0,62.8,Male
186.4,88.6,Male
148.3,46.7,Female
170.3,72.9,Male
153.4,52.8,Female
179.9,81.4,Male
168.3,72.4,Male
153.8,59.0,Female
159.4,62.9,Female
177.3,77.6,Male
192.5,95.9,Male
180.8,80.2,Male
157.2,58.0,Female
165.9,69.4,Female
173.7,76.4,Male
177.4,81.8,Male
176.2,85.3,Male
179.4,84.9,Male
170.2,68.5,Male
181.2,100.3,Male
162.1,59.3,Male
172.3,69.0,Male
156.5,47.7,Female
164.4,54.7,Female
180.3,86.5,Male
168.1,77.4,Female
163.7,75.0,Female
186.8,74.4,Male
165.6,72.4,Male
173.6,67.2,Male
176.1,73.4,Male
151.3,44.8,Female
185.8,88.0,Male
161.8,73.2,Male
170.4,85.8,Male
161.5,53.3,Female
158.8,53.0,Female
158.1,55.4,Female
164.1,74.5,Female
168.9,80.4,Female
147.0,50.5,Female
162.1,65.1,Female
178.7,89.9,Male
177.1,94.3,Male
175.3,75.8,Male
177.8,88.3,Male
156.3,55.8,Female
180.6,96.2,Male
169.0,76.5,Female
153.3,62.4,Female
173.2,76.4,Male
159.3,65.5,Female
159.3,70.0,Female
165.1,70.2,Male
172.5,75.3,Male
165.7,79.5,Male
162.0,67.1,Female
180.5,108.4,Male
184.0,87.9,Male
160.4,72.6,Female
172.3,74.1,Female
160.3,67.4,Female
168.4,76.7,Male
180.4,81.6,Male
168.5,85.7,Male
183.3,99.7,Male
178.4,83.9,Male
161.4,55.7,Female
173.9,76.7,Male
172.9,73.1,Male
175.0,82.1,Male
164.1,69.0,Female
144.5,57.7,Female
158.8,73.9,Female
173.3,88.1,Male
153.7,53.9,Female
166.8,72.0,Male
153.2,38.7,Female
168.3,66.1,Male
183.1,93.6,Male
155.6,58.7,Female
171.2,86.9,Male
189.6,99.3,Male
164.3,69.4,Male
164.4,73.4,Male
159.5,53.9,Female
162.6,67.6,Female
166.5,68.6,Male
165.7,71.0,Female
170.7,72.7,Male
170.7,87.9,Male
165.0,74.3,Female
163.0,56.0,Female
168.0,73.1,Female
164.9,64.4,Female
182.9,90.6,Male
162.1,61.6,Male
158.2,71.8,Female
153.9,50.6,Female
163.7,76.6,Female
172.4,94.6,Female
163.1,73.1,Female
174.7,74.6,Male
180.8,74.8,Male
165.8,68.0,Female
162.6,62.6,Male
147.1,50.5,Female
162.0,85.5,Female
186.0,90.3,Male
157.1,48.5,Female
170.9,85.8,Female
165.1,59.5,Female
170.0,81.0,Male
167.5,55.4,Female
184.0,88.1,Male
176.1,95.0,Female
167.3,78.9,Female
182.2,75.6,Male
156.3,54.0,Female
167.0,67.2,Female
184.8,82.1,Male
172.5,73.1,Male
182.9,85.2,Male
177.0,84.7,Male
163.5,70.5,Male
156.2,61.1,Female
176.4,92.2,Male
155.5,51.5,Female
174.3,73.4,Male
180.2,78.8,Male
158.9,61.1,Female
185.4,89.0,Male
157.1,64.6,Female
173.8,67.5,Female
194.3,100.1,Male
173.4,79.5,Male
172.6,84.3,Male
164.6,78.8,Female
174.9,79.6,Female
156.0,58.7,Female
181.4,84.8,Male
156.5,66.8,Female
165.2,77.5,Female
158.0,60.5,Female
161.0,68.7,Female
173.0,84.0,Female
164.7,77.9,Female
175.5,80.5,Male
157.8,71.2,Male
174.8,72.8,Male
187.3,85.8,Male
168.8,78.7,Female
162.9,75.0,Female
165.3,68.4,Female
191.6,82.1,Male
171.0,65.7,Male
158.7,57.5,Female
164.0,76.6,Female
178.2,76.5,Male
168.4,60.7,Female
170.6,78.2,Male
165.0,68.9,Female
179.3,78.4,Male
172.7,71.8,Female
168.2,82.0,Male
164.2,71.2,Female
152.8,66.9,Female
171.7,76.7,Male
156.4,60.4,Female
167.2,82.7,Female
191.1,83.0,Male
178.8,89.2,Male
165.2,70.3,Male
170.1,82.7,Male
157.7,61.6,Male
158.7,56.4,Female
158.1,57.0,Female
177.0,83.2,Male
166.5,66.9,Male
163.1,67.9,Female
176.1,77.2,Male
163.4,68.8,Female
178.7,80.8,Male
160.8,51.4,Female
154.3,58.5,Female
167.6,79.6,Female
154.7,51.0,Female
163.7,75.6,Male
175.0,86.5,Male
174.4,70.4,Male
184.1,97.7,Male
155.4,51.5,Female
155.5,71.9,Female
156.9,66.0,Female
162.9,67.1,Male
163.5,59.6,Male
177.6,84.5,Male
185.3,88.9,Male
164.0,65.9,Female
173.4,71.4,Male
169.3,73.3,Male
150.6,57.8,Female
166.5,66.8,Female
180.4,94.9,Male
173.4,69.0,Male
170.7,79.5,Male
179.2,97.5,Male
177.6,72.1,Male
153.0,48.4,Female
174.1,73.2,Male
149.4,57.8,Female
169.4,72.9,Male
158.3,61.3,Female
174.7,84.5,Female
174.5,85.9,Male
159.6,55.0,Female
149.1,55.3,Female
161.3,55.8,Female
168.9,54.8,Female
159.3,57.9,Male
171.2,68.9,Female
182.1,84.2,Male
158.1,71.7,Female
175.5,82.5,Male
159.7,53.7,Female
181.6,81.5,Male
157.8,58.5,Female
176.8,90.6,Male
152.4,43.7,Female
174.4,79.7,Female
176.9,78.8,Male
172.8,74.5,Male
154.9,56.7,Female
172.2,88.0,Male
163.6,60.1,Female
184.0,83.0,Male
159.1,63.6,Female
160.9,60.1,Female
162.9,60.8,Female
174.6,77.0,Male
178.0,87.0,Male
167.9,76.5,Female
178.5,77.0,Female
179.9,77.3,Female
161.8,58.4,Female
172.0,70.7,Male
171.2,91.5,Male
178.1,85.7,Male
183.0,81.2,Male
180.7,73.1,Male
188.3,86.7,Male
166.0,68.4,Male
173.8,82.5,Female
182.7,86.7,Male
169.9,76.4,Female
171.5,76.3,Male
185.6,96.1,Male
179.5,87.4,Male
152.5,55.2,Female
176.8,75.8,Male
152.2,58.8,Female
162.0,68.8,Female
167.6,72.2,Female
181.5,75.4,Male
154.2,54.1,Female
156.9,65.9,Female
156.1,82.8,Male
174.6,79.1,Male
177.8,68.1,Male
165.0,63.0,Female
170.1,74.5,Female
179.1,88.6,Male
166.6,60.4,Female
159.3,62.8,Female
193.4,99.9,Male
169.2,76.3,Female
187.6,90.2,Male
191.5,102.6,Male
162.4,57.9,Female
186.8,86.1,Male
166.2,72.5,Male
154.9,65.1,Female
155.3,58.9,Female
184.1,87.6,Male
150.9,52.7,Female
175.5,85.4,Male
153.4,51.4,Female
180.9,92.2,Male
166.4,67.4,Male
168.3,79.1,Male
154.9,55.9,Female
156.6,68.6,Female
161.0,68.5,Female
148.8,42.6,Female
177.1,72.0,Male
175.6,75.5,Male
161.7,63.8,Female
178.7,96.2,Male
159.3,53.5,Female
160.5,63.4,Female
161.9,62.5,Female
173.7,86.4,Male
155.2,54.5,Female
162.3,77.6,Male
157.5,60.0,Female
161.0,60.3,Female
157.8,64.1,Female
168.2,63.2,Female
167.4,72.2,Female
171.1,76.4,Male
167.6,60.0,Female
159.5,49.6,Female
181.5,82.7,Male
160.1,52.9,Female
170.7,77.3,Male
167.3,74.5,Male
170.6,82.5,Male
159.5,58.8,Female
180.9,78.6,Male
157.5,57.8,Female
169.2,61.7,Male
166.4,72.9,Female
162.0,63.7,Female
173.5,78.1,Male
167.7,73.4,Female
163.7,72.3,Female
170.7,73.5,Female
168.3,70.6,Male
176.6,90.4,Male
175.8,87.6,Male
152.7,46.7,Female
158.1,64.7,Female
168.3,84.0,Male
164.0,54.8,Female
164.9,58.2,Male
170.6,83.6,Male
156.6,64.2,Female
156.9,71.4,Female
171.3,83.8,Male
178.5,81.8,Male
174.6,77.3,Male
168.9,72.0,Female
166.5,63.5,Female
163.7,62.9,Female
177.9,95.6,Male
178.9,74.8,Male
172.4,70.5,Female
171.6,84.2,Male
177.6,84.0,Male
170.4,77.7,Male
163.1,61.9,Female
151.9,45.5,Female
177.8,82.4,Male
173.4,69.8,Female
152.6,71.4,Female
173.5,79.3,Female
179.7,75.9,Male
158.8,57.4,Female
174.2,73.1,Male
157.5,74.3,Female
182.7,97.3,Male
174.4,75.5,Male
167.2,62.1,Male
151.5,64.5,Female
155.8,69.7,Female
158.3,61.7,Female
196.1,86.6,Male
174.8,85.5,Male
178.8,83.4,Male
161.4,68.9,Male
171.6,68.6,Male
164.2,73.7,Male
174.9,67.5,Male
182.3,101.0,Male
165.6,74.2,Female
158.1,56.2,Female
168.2,79.6,Female
178.3,86.0,Male
167.2,71.6,Male
170.9,65.1,Female
158.3,63.3,Female
171.1,77.6,Male
173.1,78.9,Female
181.6,75.7,Male
162.3,74.6,Female
175.6,95.9,Male
176.8,73.7,Male
155.1,59.8,Female
188.3,106.2,Male
162.0,70.4,Female
159.5,47.3,Female
168.6,74.8,Male
165.0,83.8,Female
157.9,65.9,Female
172.2,77.1,Male
167.1,78.6,Female
177.2,85.5,Male
167.3,91.6,Female
168.7,60.2,Female
151.4,63.5,Female
178.2,93.3,Male
175.9,73.2,Male
182.1,93.4,Male
158.1,61.4,Female
155.6,76.6,Female
167.7,77.2,Male
149.1,52.2,Female
157.2,56.4,Female
161.3,63.9,Female
160.1,64.1,Female
155.0,54.2,Female
162.7,67.7,Female
160.6,51.4,Female
181.0,97.0,Male
179.4,106.3,Male
170.0,73.5,Male
181.5,86.6,Male
184.4,88.8,Male
160.2,65.0,Female
166.1,63.3,Female
158.6,53.1,Female
161.2,59.1,Female
161.4,67.2,Female
161.9,73.6,Male
172.9,79.9,Male
153.9,55.9,Female
152.8,52.2,Female
164.3,67.7,Female
174.5,83.3,Female
160.5,68.1,Female
173.7,85.5,Male
173.8,73.9,Male
174.9,80.8,Male
171.3,83.4,Male
172.7,78.3,Male
176.2,79.5,Male
182.5,85.9,Male
165.2,69.4,Male
177.2,85.3,Male
158.9,57.1,Female
151.3,58.8,Female
166.6,70.9,Male
162.4,78.6,Female
172.8,81.6,Female
149.0,52.9,Female
162.9,72.5,Female
161.7,73.0,Female
179.6,82.8,Male
178.5,86.8,Male
165.3,58.0,Female
167.1,65.6,Male
174.0,84.5,Male
184.3,98.2,Male
159.2,58.7,Female
167.3,70.3,Female
170.8,84.0,Male
169.8,76.0,Female
178.2,97.7,Male
167.6,66.7,Male
172.4,69.1,Female
164.0,76.8,Male
161.7,75.2,Female
186.1,86.7,Male
171.4,70.1,Female
165.2,70.6,Female
172.9,70.8,Female
159.1,66.0,Female
170.4,77.0,Female
156.9,60.0,Female
170.6,77.7,Male
164.5,62.1,Female
173.1,81.7,Male
175.1,83.4,Male
156.6,58.7,Female
170.2,84.2,Female
179.7,76.3,Male
172.3,77.4,Male
154.0,60.8,Female
180.9,82.2,Male
149.0,48.2,Female
166.1,70.1,Male
181.9,75.2,Male
158.3,54.7,Female
162.0,61.2,Female
177.7,75.9,Female
188.9,76.3,Male
159.5,52.4,Female
157.5,47.1,Female
165.8,71.1,Female
176.3,92.2,Male
176.4,77.7,Male
178.1,70.1,Male
164.1,66.6,Female
167.8,68.2,Female
174.2,92.0,Male
149.1,56.4,Female
157.3,59.0,Female
154.9,57.1,Female
156.6,49.4,Female
153.2,57.5,Female
163.6,59.1,Female
161.6,58.7,Female
169.2,75.5,Female
176.0,77.9,Male
162.4,49.1,Female
160.3,67.4,Female
180.9,83.8,Male
163.6,68.7,Female
183.3,85.7,Male
161.8,62.5,Female
156.0,53.0,Female
171.3,71.0,Male
169.1,60.4,Male
166.5,81.4,Female
158.1,52.8,Female
169.8,83.8,Male
171.8,81.1,Male
173.7,68.8,Male
158.5,62.5,Female
164.3,64.7,Female
187.3,90.4,Male
156.9,57.8,Female
156.1,48.9,Female
180.4,99.0,Male
170.2,78.5,Female
185.7,90.3,Male
157.5,66.4,Female
174.0,94.0,Male
183.9,83.5,Male
177.3,98.1,Male
171.6,66.3,Male
171.9,79.9,Male
173.5,66.5,Male
174.5,82.2,Male
163.0,80.6,Male
168.8,71.8,Female
166.6,68.1,Female
176.3,89.6,Male
182.6,88.4,Male
172.2,70.1,Male
176.7,80.4,Male
152.0,47.6,Female
159.0,60.9,Female
187.7,66.3,Male
181.3,95.6,Male
178.9,73.7,Male
171.4,83.8,Male
158.6,60.6,Female
172.6,76.1,Female
178.3,86.6,Male
159.2,57.9,Female
154.8,55.9,Female
176.5,84.6,Male
189.2,77.4,Male
172.2,77.1,Male
182.4,85.6,Male
154.5,48.6,Female
182.6,93.2,Male
175.1,79.7,Male
170.6,83.6,Male
184.2,90.8,Male
161.0,70.2,Female
164.4,66.4,Female
171.3,74.2,Male
183.7,92.8,Male
166.6,73.2,Female
176.8,69.9,Male
160.3,64.8,Female
180.7,89.4,Male
152.8,65.4,Female
159.9,61.1,Female
174.5,77.7,Female
189.1,105.3,Male
161.1,64.3,Female
165.1,65.5,Female
167.2,68.0,Female
173.8,76.8,Female
162.3,70.9,Female
158.8,66.3,Female
159.9,57.9,Male
182.9,84.8,Male
169.1,68.0,Female
160.7,73.3,Female
177.6,84.6,Male
175.5,74.0,Male
180.9,89.5,Male
171.9,69.6,Male
160.2,62.8,Male
164.6,64.5,Female
169.7,64.1,Male
153.0,54.2,Female
161.5,61.3,Female
186.8,76.3,Male
177.2,77.1,Female
169.0,69.6,Female
147.8,40.5,Female
184.6,79.8,Male
179.0,81.8,Male
165.5,73.8,Female
170.9,78.1,Male
177.7,74.3,Male
167.3,67.6,Female
162.9,75.7,Female
156.9,44.2,Female
177.8,83.3,Male
177.9,104.3,Male
162.5,57.4,Female
179.7,92.7,Male
180.5,88.1,Male
160.8,60.3,Female
152.4,55.7,Female
168.0,66.7,Male
184.0,91.4,Male
161.9,63.7,Female
175.6,76.3,Male
175.9,86.8,Male
164.2,78.5,Female
164.6,55.2,Female
181.6,84.3,Male
179.8,76.9,Male
176.1,79.8,Male
164.6,67.0,Male
158.4,57.1,Female
190.3,85.8,Male
163.9,61.1,Female
161.6,72.3,Female
172.1,87.4,Male
166.2,70.4,Male
176.0,87.8,Male
163.1,72.5,Female
177.1,85.2,Male
161.0,64.7,Female
166.9,73.1,Male
177.8,93.2,Male
175.7,78.4,Male
189.7,90.9,Male
184.7,83.6,Male
154.0,42.8,Female
183.5,78.8,Male
169.6,63.1,Male
163.6,66.0,Female
166.9,64.2,Female
162.9,63.0,Female
179.8,91.7,Male
153.0,50.4,Female
164.6,72.1,Female
166.1,58.0,Male
175.5,77.7,Male
150.8,58.0,Female
164.3,71.9,Female
159.1,66.1,Female
173.0,80.9,Male
159.1,56.7,Female
169.6,74.2,Female
175.7,93.5,Male
157.7,63.3,Female
171.6,82.3,Male
187.2,83.1,Male
176.5,85.6,Male
169.7,77.7,Male
167.4,70.0,Female
177.3,89.6,Male
166.8,74.0,Male
180.7,86.9,Male
185.8,74.6,Male
170.8,75.5,Male
181.4,83.1,Male
160.1,53.7,Female
166.2,73.0,Male
177.1,74.8,Male
169.3,73.2,Male
169.7,85.3,Male
154.8,42.2,Female
175.5,82.7,Male
164.2,74.4,Male
171.8,69.3,Female
170.2,72.1,Female
156.8,58.5,Female
171.5,90.5,Male
169.7,72.8,Female
181.2,84.5,Male
168.0,71.8,Female
162.0,64.4,Female
177.3,96.3,Male
171.0,63.5,Male
173.2,77.0,Male
191.9,100.3,Male
165.3,65.9,Female
170.7,74.1,Male
171.6,80.7,Male
154.6,63.5,Female
163.6,64.3,Female
169.4,84.3,Male
172.8,74.8,Female
180.4,83.6,Male
164.7,73.2,Male
167.5,72.9,Female
170.2,82.3,Female
177.9,79.0,Male
170.2,80.9,Male
156.3,53.5,Female
174.4,84.4,Male
173.1,68.6,Male
181.6,88.7,Male
158.8,69.7,Female
174.0,81.1,Male
158.8,62.3,Female
163.5,65.7,Male
182.7,88.5,Male
160.9,64.3,Female
169.2,75.2,Male
182.4,87.4,Male
160.1,64.3,Female
159.7,73.8,Female
162.1,65.9,Female
162.5,75.6,Male
173.6,81.8,Male
170.6,81.7,Female
182.5,83.3,Male
176.2,94.7,Male
157.1,56.6,Female
159.8,55.0,Female
168.9,86.2,Male
181.6,85.9,Male
158.1,64.7,Female
174.8,69.1,Male
181.8,81.3,Male
183.5,99.5,Male
168.9,74.0,Female
168.2,77.7,Female
167.0,80.0,Male
170.4,84.8,Female
164.7,70.7,Female
165.1,61.5,Female
172.1,95.6,Male
169.2,66.3,Female
179.2,78.9,Male
165.9,77.7,Female
171.6,91.2,Male
174.7,73.2,Male
157.6,55.5,Female
158.7,61.5,Male
170.2,67.2,Male
191.1,96.7,Male
176.0,81.3,Male
152.8,59.6,Female
159.4,75.5,Female
161.9,70.2,Male
176.6,90.7,Male
178.3,81.6,Male
178.6,73.6,Male
181.6,95.8,Male
167.4,68.9,Male
159.4,58.0,Female
161.2,63.6,Female
168.9,71.7,Female
172.3,73.9,Female
158.0,56.9,Female
183.3,85.1,Male
158.7,65.4,Female
175.7,78.2,Male
158.7,71.8,Female
163.3,63.5,Male
155.4,58.5,Female
183.6,87.8,Male
168.9,85.2,Male
169.9,70.0,Male
160.7,65.1,Female
164.9,74.8,Female
176.7,87.4,Male
163.9,72.9,Female
168.2,80.1,Female
163.4,72.6,Female
159.5,58.9,Female
178.7,90.1,Male
179.9,90.9,Male
152.5,54.8,Female
168.9,73.9,Male
175.3,81.3,Male
171.7,90.1,Male
175.3,85.9,Male
162.4,61.3,Female
175.3,89.6,Male
165.1,64.9,Female
169.6,75.7,Male
157.6,52.5,Female
180.1,89.3,Male
181.2,88.3,Male
160.2,65.8,Female
155.1,52.5,Female
174.7,80.0,Male
174.4,77.2,Male
168.4,79.1,Male
170.0,86.6,Male
160.1,55.5,Female
173.5,70.2,Male
160.4,61.5,Female
162.1,51.0,Female
154.8,61.2,Female
153.9,64.8,Female
175.2,78.4,Male
156.7,75.4,Male
171.6,73.7,Female
158.1,67.5,Female
166.7,69.1,Female
180.2,87.7,Male
152.0,59.6,Female
157.2,52.4,Female
166.0,76.4,Female
183.4,75.0,Male
172.4,74.1,Male
148.8,45.8,Female
159.1,54.9,Female
172.9,85.6,Male
151.7,52.6,Female
161.3,53.1,Female
180.4,83.7,Male
184.4,84.6,Male
165.4,76.0,Male
171.8,79.7,Male
183.1,99.6,Male
184.4,79.8,Male
180.7,85.7,Male
161.9,59.1,Female
151.3,57.2,Female
162.5,65.8,Female
180.6,87.8,Male
172.7,80.5,Male
161.6,71.2,Female
154.8,51.6,Female
165.0,57.7,Female
169.7,70.8,Male
160.1,62.2,Female
164.5,71.3,Female
174.8,76.9,Male
166.2,70.4,Female
164.4,68.2,Male
161.3,79.4,Female
165.9,68.1,Male
172.0,73.1,Male
175.0,82.3,Male
181.8,79.3,Male
168.9,71.8,Female
168.0,79.3,Female
178.0,76.3,Male
165.6,63.9,Female
161.3,55.9,Female
182.5,71.1,Male
170.8,75.8,Male
186.2,85.3,Male
162.7,71.9,Female
156.7,52.7,Female
185.9,92.7,Male
146.2,52.1,Female
165.4,66.1,Female
182.4,82.4,Male
148.7,64.4,Female
168.1,67.0,Female
157.2,61.2,Female
178.2,80.3,Male
161.3,63.1,Female
167.1,73.7,Female
157.7,56.7,Female
159.0,68.3,Male
152.7,49.8,Female
171.0,80.6,Male
161.7,64.1,Female
166.2,68.6,Female
166.5,89.3,Male
177.7,89.5,Male
164.8,75.8,Female
178.3,79.6,Male
172.9,74.3,Male
160.7,64.7,Female
166.6,82.2,Male
160.3,61.9,Female
192.2,111.2,Male
180.5,74.3,Male
161.3,57.0,Female
161.0,57.1,Female
170.1,90.2,Male
165.7,61.2,Female
169.4,71.0,Female
173.3,63.1,Male
171.0,82.1,Female
166.0,59.5,Female
170.4,66.0,Male
167.8,81.4,Female
161.3,55.6,Female
165.6,71.9,Female
186.0,90.3,Male
161.2,61.8,Female
181.5,80.3,Male
158.2,59.0,Female
175.8,75.5,Male
173.6,85.7,Male
164.9,61.0,Female
164.0,65.9,Female
163.7,70.8,Female
165.1,89.7,Female
170.9,73.8,Male
172.7,87.5,Male
162.8,71.0,Female
180.9,84.7,Male
155.9,64.9,Female
186.3,96.2,Male
172.7,65.7,Female
173.6,83.3,Female
174.6,70.4,Male
160.7,68.6,Female
161.2,65.4,Female
157.7,58.6,Female
178.6,86.6,Male
171.9,80.5,Male
167.0,77.3,Female
186.1,83.6,Male
153.9,56.1,Female
158.3,67.3,Male
152.1,48.7,Female
168.3,82.6,Male
184.8,86.4,Male
176.4,74.0,Male
178.8,74.8,Male
167.2,69.6,Female
166.9,75.8,Female
178.7,82.7,Male
165.7,74.1,Female
179.4,88.8,Male
177.7,79.2,Male
162.5,69.2,Male
172.2,81.7,Male
172.2,78.9,Female
157.1,60.3,Female
179.6,81.6,Male
184.3,82.6,Male
179.9,72.1,Male
168.3,71.8,Female
168.5,59.6,Female
149.8,59.1,Female
169.7,68.1,Female
173.2,77.3,Male
168.8,68.5,Female
185.9,80.7,Male
179.7,86.7,Male
175.0,80.4,Male
163.7,61.7,Female
153.7,63.0,Female
183.6,88.3,Male
159.8,60.2,Female
160.4,75.5,Male
165.2,65.1,Male
155.8,65.0,Female
182.9,88.8,Male
180.4,83.5,Male
182.4,74.6,Male
177.8,82.7,Male
165.6,68.4,Female
181.2,81.1,Male
178.0,94.0,Male
163.5,64.4,Female
184.4,80.8,Male
185.5,100.5,Male
176.0,84.6,Male
167.6,63.8,Female
153.4,61.4,Female
170.5,78.4,Male
159.1,63.4,Female
193.1,99.3,Male
177.1,85.6,Male
171.5,70.0,Male
155.4,59.7,Female
163.6,75.2,Female
164.1,64.9,Female
172.5,77.6,Male
176.4,77.9,Male
165.7,60.0,Female
166.9,66.2,Female
162.1,72.3,Male
179.0,86.9,Male
153.8,62.2,Female
170.1,65.7,Female
180.0,83.3,Male
179.0,89.8,Male
166.3,68.7,Female
